2015-01-16T12:25:27.925+0800: 80082.640: [GC [PSYoungGen: 555267K->92332K(573952K)] 2569452K->2107541K(3987456K), 0.0757590 secs] [Times: user=0.68 sys=0.00, real=0.07 secs] 
2015-01-16T12:27:36.236+0800: 80210.951: [GC [PSYoungGen: 557228K->91527K(574976K)] 2572437K->2107381K(3988480K), 0.0748540 secs] [Times: user=0.51 sys=0.21, real=0.08 secs] 
2015-01-16T12:30:10.418+0800: 80365.133: [GC [PSYoungGen: 557959K->91788K(574464K)] 2573813K->2108567K(3987968K), 0.0775880 secs] [Times: user=0.58 sys=0.18, real=0.08 secs] 
2015-01-16T12:33:17.344+0800: 80552.059: [GC [PSYoungGen: 558220K->95499K(576512K)] 2574999K->2113959K(3990016K), 0.0692180 secs] [Times: user=0.49 sys=0.06, real=0.07 secs] 
2015-01-16T12:36:02.183+0800: 80716.899: [GC [PSYoungGen: 564491K->95052K(575488K)] 2582951K->2115358K(3988992K), 0.0708830 secs] [Times: user=0.57 sys=0.00, real=0.07 secs] 
2015-01-16T12:38:18.783+0800: 80853.498: [GC [PSYoungGen: 564044K->98236K(577536K)] 2584350K->2120135K(3991040K), 0.0596890 secs] [Times: user=0.45 sys=0.00, real=0.06 secs] 
2015-01-16T12:41:03.751+0800: 81018.467: [GC [PSYoungGen: 570300K->101383K(573952K)] 2592199K->2124190K(3987456K), 0.0689120 secs] [Times: user=0.57 sys=0.00, real=0.06 secs] 
2015-01-16T12:43:49.943+0800: 81184.658: [GC [PSYoungGen: 573447K->99589K(575488K)] 2596254K->2123106K(3988992K), 0.0590990 secs] [Times: user=0.42 sys=0.00, real=0.06 secs] 
2015-01-16T12:46:30.092+0800: 81344.808: [GC [PSYoungGen: 568581K->96080K(576000K)] 2592098K->2120397K(3989504K), 0.0690820 secs] [Times: user=0.56 sys=0.00, real=0.07 secs] 
2015-01-16T12:49:32.818+0800: 81527.533: [GC [PSYoungGen: 565072K->96007K(578048K)] 2589389K->2120982K(3991552K), 0.0728290 secs] [Times: user=0.44 sys=0.06, real=0.08 secs] 
2015-01-16T12:52:09.312+0800: 81684.028: [GC [PSYoungGen: 568071K->99407K(577024K)] 2593046K->2125068K(3990528K), 0.0726150 secs] [Times: user=0.56 sys=0.00, real=0.07 secs] 
2015-01-16T12:54:51.286+0800: 81846.002: [GC [PSYoungGen: 571471K->101041K(576512K)] 2597132K->2127560K(3990016K), 0.0676330 secs] [Times: user=0.40 sys=0.00, real=0.07 secs] 
2015-01-16T12:58:03.070+0800: 82037.786: [GC [PSYoungGen: 572081K->96855K(577024K)] 2598600K->2124013K(3990528K), 0.0665540 secs] [Times: user=0.46 sys=0.06, real=0.06 secs] 
2015-01-16T13:01:09.954+0800: 82224.670: [GC [PSYoungGen: 567895K->91112K(577536K)] 2595053K->2120411K(3991040K), 0.0833430 secs] [Times: user=0.56 sys=0.13, real=0.08 secs] 
2015-01-16T13:03:49.462+0800: 82384.178: [GC [PSYoungGen: 563176K->98307K(577536K)] 2592475K->2128450K(3991040K), 0.0604200 secs] [Times: user=0.38 sys=0.05, real=0.06 secs] 
2015-01-16T13:07:07.757+0800: 82582.473: [GC [PSYoungGen: 570371K->105306K(573440K)] 2600514K->2136013K(3986944K), 0.0799430 secs] [Times: user=0.52 sys=0.06, real=0.08 secs] 
2015-01-16T13:09:56.458+0800: 82751.174: [GC [PSYoungGen: 573274K->98372K(575488K)] 2603981K->2129879K(3988992K), 0.0683570 secs] [Times: user=0.56 sys=0.00, real=0.07 secs] 
2015-01-16T13:12:50.907+0800: 82925.623: [GC [PSYoungGen: 566340K->97870K(577024K)] 2597847K->2130055K(3990528K), 0.0754700 secs] [Times: user=0.56 sys=0.01, real=0.08 secs] 
2015-01-16T13:15:40.165+0800: 83094.881: [GC [PSYoungGen: 567886K->94555K(576000K)] 2600071K->2127486K(3989504K), 0.0659110 secs] [Times: user=0.56 sys=0.01, real=0.07 secs] 
2015-01-16T13:18:05.169+0800: 83239.885: [GC [PSYoungGen: 564571K->97626K(578048K)] 2597502K->2131109K(3991552K), 0.0636040 secs] [Times: user=0.35 sys=0.08, real=0.06 secs] 
2015-01-16T13:20:49.307+0800: 83404.023: [GC [PSYoungGen: 569690K->100138K(577024K)] 2603173K->2134204K(3990528K), 0.0693880 secs] [Times: user=0.56 sys=0.00, real=0.07 secs] 
2015-01-16T13:23:16.661+0800: 83551.377: [GC [PSYoungGen: 572202K->100381K(577536K)] 2606268K->2135577K(3991040K), 0.0789500 secs] [Times: user=0.60 sys=0.10, real=0.08 secs] 
2015-01-16T13:25:19.692+0800: 83674.408: [GC [PSYoungGen: 572445K->98148K(577536K)] 2607641K->2134599K(3991040K), 0.0900090 secs] [Times: user=0.65 sys=0.16, real=0.09 secs] 
2015-01-16T13:28:32.463+0800: 83867.178: [GC [PSYoungGen: 570212K->97754K(578560K)] 2606663K->2135326K(3992064K), 0.0692480 secs] [Times: user=0.44 sys=0.00, real=0.07 secs] 
2015-01-16T13:31:17.642+0800: 84032.357: [GC [PSYoungGen: 571354K->104431K(578048K)] 2608926K->2145153K(3991552K), 0.0781900 secs] [Times: user=0.56 sys=0.02, real=0.07 secs] 
2015-01-16T13:34:21.965+0800: 84216.680: [GC [PSYoungGen: 578031K->95776K(573952K)] 2618753K->2137578K(3987456K), 0.1246950 secs] [Times: user=0.36 sys=0.12, real=0.13 secs] 
2015-01-16T13:37:14.728+0800: 84389.444: [GC [PSYoungGen: 564768K->98179K(576000K)] 2606570K->2140733K(3989504K), 0.0627210 secs] [Times: user=0.41 sys=0.01, real=0.07 secs] 
2015-01-16T13:40:14.665+0800: 84569.381: [GC [PSYoungGen: 567171K->97302K(577024K)] 2609725K->2140583K(3990528K), 0.0673690 secs] [Times: user=0.53 sys=0.00, real=0.07 secs] 
2015-01-16T13:43:29.044+0800: 84763.759: [GC [PSYoungGen: 567830K->95646K(576512K)] 2611111K->2139875K(3990016K), 0.0666900 secs] [Times: user=0.46 sys=0.00, real=0.07 secs] 
2015-01-16T13:46:20.267+0800: 84934.983: [GC [PSYoungGen: 566174K->93341K(577536K)] 2610403K->2138301K(3991040K), 0.0584500 secs] [Times: user=0.42 sys=0.00, real=0.06 secs] 
2015-01-16T13:49:16.961+0800: 85111.677: [GC [PSYoungGen: 565405K->93253K(577536K)] 2610365K->2138835K(3991040K), 0.0637950 secs] [Times: user=0.42 sys=0.00, real=0.06 secs] 
2015-01-16T13:52:30.327+0800: 85305.042: [GC [PSYoungGen: 565317K->96764K(578048K)] 2610899K->2143498K(3991552K), 0.0774880 secs] [Times: user=0.72 sys=0.09, real=0.08 secs] 
2015-01-16T13:55:25.801+0800: 85480.517: [GC [PSYoungGen: 569340K->90848K(577536K)] 2616074K->2138195K(3991040K), 0.0748350 secs] [Times: user=0.51 sys=0.13, real=0.07 secs] 
2015-01-16T13:58:23.437+0800: 85658.153: [GC [PSYoungGen: 563424K->92740K(578048K)] 2610771K->2140978K(3991552K), 0.0582680 secs] [Times: user=0.35 sys=0.07, real=0.06 secs] 
2015-01-16T14:01:52.485+0800: 85867.200: [GC [PSYoungGen: 565828K->94831K(578048K)] 2614066K->2145124K(3991552K), 0.0737940 secs] [Times: user=0.56 sys=0.08, real=0.07 secs] 
2015-01-16T14:04:40.097+0800: 86034.812: [GC [PSYoungGen: 567919K->94103K(579072K)] 2618212K->2145167K(3992576K), 0.0666350 secs] [Times: user=0.42 sys=0.00, real=0.07 secs] 
2015-01-16T14:07:59.474+0800: 86234.190: [GC [PSYoungGen: 568727K->100458K(575488K)] 2619791K->2152448K(3988992K), 0.0643640 secs] [Times: user=0.42 sys=0.02, real=0.06 secs] 
2015-01-16T14:10:43.944+0800: 86398.660: [GC [PSYoungGen: 575082K->100492K(577024K)] 2627072K->2153200K(3990528K), 0.0636750 secs] [Times: user=0.43 sys=0.00, real=0.06 secs] 
2015-01-16T14:13:11.793+0800: 86546.508: [GC [PSYoungGen: 572556K->94165K(577536K)] 2625264K->2147691K(3991040K), 0.0567070 secs] [Times: user=0.41 sys=0.00, real=0.06 secs] 
2015-01-16T14:16:01.841+0800: 86716.557: [GC [PSYoungGen: 566229K->94798K(578560K)] 2619755K->2148837K(3992064K), 0.0611480 secs] [Times: user=0.40 sys=0.01, real=0.06 secs] 
2015-01-16T14:19:19.045+0800: 86913.761: [GC [PSYoungGen: 568398K->99282K(578048K)] 2622437K->2154039K(3991552K), 0.0686270 secs] [Times: user=0.57 sys=0.01, real=0.07 secs] 
2015-01-16T14:22:35.257+0800: 87109.972: [GC [PSYoungGen: 572882K->96228K(579072K)] 2627639K->2152353K(3992576K), 0.0783190 secs] [Times: user=0.61 sys=0.23, real=0.08 secs] 
2015-01-16T14:25:31.674+0800: 87286.390: [GC [PSYoungGen: 570340K->95183K(578048K)] 2626465K->2152341K(3991552K), 0.0736130 secs] [Times: user=0.58 sys=0.04, real=0.07 secs] 
2015-01-16T14:28:26.717+0800: 87461.433: [GC [PSYoungGen: 569295K->99311K(578560K)] 2626453K->2158622K(3992064K), 0.0694520 secs] [Times: user=0.40 sys=0.06, real=0.07 secs] 
2015-01-16T14:30:52.454+0800: 87607.170: [GC [PSYoungGen: 574447K->94591K(579072K)] 2633758K->2154963K(3992576K), 0.0607140 secs] [Times: user=0.42 sys=0.00, real=0.06 secs] 
2015-01-16T14:34:00.510+0800: 87795.225: [GC [PSYoungGen: 569727K->97142K(579584K)] 2630099K->2158320K(3993088K), 0.0602250 secs] [Times: user=0.42 sys=0.01, real=0.06 secs] 
2015-01-16T14:36:54.365+0800: 87969.081: [GC [PSYoungGen: 573302K->99306K(579584K)] 2634480K->2161235K(3993088K), 0.0659060 secs] [Times: user=0.54 sys=0.01, real=0.07 secs] 
2015-01-16T14:40:08.455+0800: 88163.171: [GC [PSYoungGen: 575466K->101505K(577536K)] 2637395K->2164904K(3991040K), 0.0671140 secs] [Times: user=0.55 sys=0.00, real=0.07 secs] 
2015-01-16T14:43:04.767+0800: 88339.483: [GC [PSYoungGen: 575617K->96860K(578560K)] 2639016K->2160972K(3992064K), 0.0683570 secs] [Times: user=0.42 sys=0.00, real=0.07 secs] 
2015-01-16T14:45:56.146+0800: 88510.861: [GC [PSYoungGen: 570972K->93883K(579072K)] 2635084K->2166765K(3992576K), 0.0647230 secs] [Times: user=0.43 sys=0.01, real=0.07 secs] 
2015-01-16T14:47:37.357+0800: 88612.073: [GC [PSYoungGen: 569019K->93456K(579072K)] 2641901K->2167265K(3992576K), 0.0644940 secs] [Times: user=0.45 sys=0.12, real=0.07 secs] 
2015-01-16T14:49:51.863+0800: 88746.579: [GC [PSYoungGen: 568592K->95022K(579584K)] 2642401K->2170528K(3993088K), 0.0743220 secs] [Times: user=0.57 sys=0.09, real=0.07 secs] 
2015-01-16T14:52:36.615+0800: 88911.330: [GC [PSYoungGen: 570670K->101086K(577024K)] 2646176K->2177213K(3990528K), 0.0801990 secs] [Times: user=0.38 sys=0.13, real=0.08 secs] 
2015-01-16T14:55:18.911+0800: 89073.627: [GC [PSYoungGen: 576734K->96870K(579072K)] 2652861K->2173986K(3992576K), 0.0734450 secs] [Times: user=0.49 sys=0.06, real=0.07 secs] 
2015-01-16T14:58:43.191+0800: 89277.907: [GC [PSYoungGen: 571494K->97995K(578560K)] 2648610K->2176058K(3992064K), 0.0638020 secs] [Times: user=0.43 sys=0.00, real=0.06 secs] 
2015-01-16T15:02:06.539+0800: 89481.255: [GC [PSYoungGen: 572619K->94347K(579584K)] 2650682K->2173305K(3993088K), 0.0667890 secs] [Times: user=0.56 sys=0.00, real=0.07 secs] 
2015-01-16T15:04:36.824+0800: 89631.540: [GC [PSYoungGen: 570507K->97851K(579584K)] 2649465K->2177467K(3993088K), 0.0711050 secs] [Times: user=0.54 sys=0.00, real=0.07 secs] 
2015-01-16T15:07:46.399+0800: 89821.114: [GC [PSYoungGen: 574011K->94371K(580096K)] 2653627K->2174614K(3993600K), 0.0672540 secs] [Times: user=0.43 sys=0.00, real=0.07 secs] 
2015-01-16T15:10:24.925+0800: 89979.641: [GC [PSYoungGen: 571555K->102891K(580096K)] 2651798K->2188265K(3993600K), 0.0750030 secs] [Times: user=0.46 sys=0.10, real=0.07 secs] 
2015-01-16T15:13:18.884+0800: 90153.600: [GC [PSYoungGen: 580075K->93450K(572928K)] 2665449K->2179565K(3986432K), 0.0667490 secs] [Times: user=0.54 sys=0.00, real=0.07 secs] 
2015-01-16T15:16:04.223+0800: 90318.939: [GC [PSYoungGen: 563466K->94969K(576512K)] 2649581K->2181695K(3990016K), 0.0632180 secs] [Times: user=0.43 sys=0.00, real=0.06 secs] 
2015-01-16T15:18:32.391+0800: 90467.107: [GC [PSYoungGen: 564985K->105972K(569856K)] 2651711K->2195751K(3983360K), 0.0665100 secs] [Times: user=0.43 sys=0.00, real=0.06 secs] 
2015-01-16T15:20:59.043+0800: 90613.758: [GC [PSYoungGen: 569844K->109562K(562688K)] 2659623K->2223797K(3976192K), 0.0941640 secs] [Times: user=0.35 sys=0.27, real=0.09 secs] 
2015-01-16T15:23:37.638+0800: 90772.353: [GC [PSYoungGen: 562682K->94312K(550912K)] 2676917K->2211575K(3964416K), 0.0740330 secs] [Times: user=0.58 sys=0.01, real=0.08 secs] 
2015-01-16T15:26:25.074+0800: 90939.790: [GC [PSYoungGen: 535656K->89382K(562176K)] 2652919K->2208465K(3975680K), 0.1025540 secs] [Times: user=0.56 sys=0.04, real=0.10 secs] 
2015-01-16T15:29:34.524+0800: 91129.239: [GC [PSYoungGen: 530726K->84962K(561152K)] 2649809K->2204976K(3974656K), 0.1013430 secs] [Times: user=0.29 sys=0.20, real=0.10 secs] 
2015-01-16T15:32:30.550+0800: 91305.266: [GC [PSYoungGen: 525282K->88592K(561664K)] 2645296K->2209363K(3975168K), 0.0560100 secs] [Times: user=0.41 sys=0.01, real=0.05 secs] 
2015-01-16T15:34:38.964+0800: 91433.680: [GC [PSYoungGen: 528912K->90114K(563200K)] 2649683K->2211478K(3976704K), 0.0669010 secs] [Times: user=0.56 sys=0.00, real=0.07 secs] 
2015-01-16T15:36:54.574+0800: 91569.290: [GC [PSYoungGen: 532482K->87225K(562176K)] 2653846K->2209149K(3975680K), 0.0594700 secs] [Times: user=0.55 sys=0.00, real=0.06 secs] 
2015-01-16T15:39:26.260+0800: 91720.976: [GC [PSYoungGen: 529593K->93607K(565760K)] 2651517K->2216042K(3979264K), 0.0684170 secs] [Times: user=0.57 sys=0.00, real=0.07 secs] 
2015-01-16T15:42:21.191+0800: 91895.907: [GC [PSYoungGen: 540071K->89836K(563712K)] 2662506K->2213100K(3977216K), 0.0584150 secs] [Times: user=0.42 sys=0.00, real=0.06 secs] 
2015-01-16T15:44:48.448+0800: 92043.163: [GC [PSYoungGen: 536300K->87506K(567808K)] 2659564K->2212822K(3981312K), 0.0643160 secs] [Times: user=0.53 sys=0.10, real=0.07 secs] 
2015-01-16T15:48:00.686+0800: 92235.402: [GC [PSYoungGen: 539090K->93450K(566784K)] 2664406K->2219432K(3980288K), 0.0785360 secs] [Times: user=0.53 sys=0.10, real=0.08 secs] 
2015-01-16T15:49:20.419+0800: 92315.135: [GC [PSYoungGen: 545034K->94987K(571392K)] 2671016K->2221631K(3984896K), 0.0927950 secs] [Times: user=0.42 sys=0.06, real=0.10 secs] 
2015-01-16T15:51:49.933+0800: 92464.649: [GC [PSYoungGen: 553227K->94769K(569856K)] 2679871K->2222248K(3983360K), 0.0874190 secs] [Times: user=0.54 sys=0.12, real=0.08 secs] 
2015-01-16T15:54:47.542+0800: 92642.258: [GC [PSYoungGen: 553009K->96982K(573440K)] 2680488K->2232543K(3986944K), 0.0742290 secs] [Times: user=0.54 sys=0.02, real=0.07 secs] 
2015-01-16T15:57:44.161+0800: 92818.876: [GC [PSYoungGen: 560342K->103192K(566784K)] 2695903K->2239869K(3980288K), 0.0725080 secs] [Times: user=0.56 sys=0.01, real=0.08 secs] 
2015-01-16T16:01:02.953+0800: 93017.668: [GC [PSYoungGen: 566552K->92638K(572928K)] 2703229K->2230096K(3986432K), 0.0676020 secs] [Times: user=0.56 sys=0.01, real=0.06 secs] 
2015-01-16T16:03:31.008+0800: 93165.724: [GC [PSYoungGen: 554462K->96779K(571904K)] 2691920K->2235496K(3985408K), 0.0637710 secs] [Times: user=0.55 sys=0.01, real=0.07 secs] 
2015-01-16T16:06:45.093+0800: 93359.808: [GC [PSYoungGen: 558603K->87795K(573952K)] 2697320K->2228329K(3987456K), 0.0626120 secs] [Times: user=0.42 sys=0.06, real=0.06 secs] 
2015-01-16T16:09:37.860+0800: 93532.575: [GC [PSYoungGen: 552179K->97532K(573440K)] 2692713K->2238761K(3986944K), 0.0631890 secs] [Times: user=0.46 sys=0.00, real=0.07 secs] 
2015-01-16T16:12:20.346+0800: 93695.062: [GC [PSYoungGen: 561916K->90095K(574464K)] 2703145K->2232205K(3987968K), 0.0685610 secs] [Times: user=0.56 sys=0.09, real=0.07 secs] 
2015-01-16T16:15:08.545+0800: 93863.261: [GC [PSYoungGen: 555503K->97579K(573952K)] 2697613K->2240765K(3987456K), 0.0719750 secs] [Times: user=0.55 sys=0.11, real=0.07 secs] 
2015-01-16T16:17:37.865+0800: 94012.581: [GC [PSYoungGen: 562987K->93049K(576000K)] 2706173K->2236915K(3989504K), 0.0594600 secs] [Times: user=0.50 sys=0.00, real=0.06 secs] 
